MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight
51291,08-08-2011,08-08-2011,Male,4,,,HK,54,3/31/2014,17,14188,10439,5003,33978,8/23/2013,222,30.375,103,0,0.599278651,14188,0
44434,03-04-2011,03-11-2011,Female,4,.,.,CN,52,3/31/2014,13,14469,6990,9630,35838,3/22/2014,10,59.08333333,225,0,0.568116524,14469,0
28314,04-02-2008,11/16/2008,Male,4,guangzhou,guangdongsheng,CN,47,3/31/2014,14,16206,7793,9401,30206,12-07-2013,116,44.69230769,205,0,0.673967755,24059,17
27048,3/21/2008,4/24/2008,Male,4,wulumuqi,xinjiang,CN,47,3/31/2014,11,17034,5423,11086,31216,1/26/2014,66,54.4,250,0,0.652112058,17034,0
37295,4/24/2008,08-11-2008,Male,4,KAKUDA CITY,MIYAGI,JP,35,3/31/2014,28,14939,5474,6207,33240,3/28/2014,4,26.85185185,155,0,0.612393201,14939,0
54696,03-10-2006,10-01-2007,Male,4,guangzhou,guangdong,CN,,3/31/2014,24,15214,10844,6575,29565,3/30/2014,2,31.65217391,146,1,0.688513107,23140,20
25155,10/15/2012,10/15/2012,Female,4,yiwu,zhejiang,CN,34,3/31/2014,22,17785,2585,17359,25629,02-05-2014,56,22.76190476,113,0,0.794231144,17785,0
37366,10-10-2009,12-09-2009,Male,4,guangzhou,guangdong,CN,39,3/31/2014,22,13817,8757,9829,33350,12/25/2013,98,25.23809524,75,0,0.610334633,16429,10
56527,08-05-2007,3/25/2011,Male,4,fanyu,guangdong,CN,51,3/31/2014,24,17099,9152,10035,30323,3/23/2014,9,27.56521739,135,0,0.671248227,17099,0
3185,03-11-2009,05-02-2011,Male,4,guangzhoushi,guangdong,CN,30,3/31/2014,16,19731,6232,12449,26530,11/24/2013,129,31.66666667,150,0,0.767113833,19731,0
47900,11/24/2007,03-12-2010,Male,4,beijing,beijing,CN,38,3/31/2014,21,17336,6956,10753,32980,3/28/2014,4,36.3,141,0,0.617077926,17336,1
25317,11/19/2012,11/19/2012,Male,4,Yonago-shi,Tottori-ken,JP,38,3/31/2014,10,12950,16158,3422,26430,5/28/2013,309,21.11111111,74,0,0.77,12950,0
58325,10/20/2009,6/22/2011,Male,4,guangzhoushi,guangdong,CN,46,3/31/2014,11,19461,9029,9885,16641,03-02-2014,30,65.8,203,0,1.222708972,19461,0
19477,02-10-2009,02-10-2009,Male,4,beijing,beijing,CN,50,3/31/2014,12,19210,5440,12161,22178,03-06-2014,26,58.72727273,191,0,0.917419966,19210,0
41342,03-02-2012,03-02-2012,Female,4,shanghai,shanghai,CN,39,3/31/2014,14,20931,10064,3360,26628,6/26/2013,280,31.23076923,108,0,0.764084422,20931,1
31969,12-05-2010,12-05-2010,Female,4,guangzhou,guangdong,CN,30,3/31/2014,26,22359,11218,10352,25270,02-05-2014,56,26.12,99,0,0.805108429,22359,0
35529,6/22/2007,6/22/2007,Male,4,changchun,jilin,CN,61,3/31/2014,19,18540,18530,1426,21928,9/29/2013,185,29.05555556,249,0,0.927747173,20040,1
37664,2/27/2012,03-10-2012,Male,4,beijingshi,beijing,CN,42,3/31/2014,13,19971,5020,9045,18416,03-06-2014,26,49.58333333,177,0,1.104600348,27501,4
49288,10-01-2009,10-01-2009,Male,4,foshan,guangdong,CN,47,3/31/2014,20,15722,16174,2104,30046,8/13/2013,232,26,173,0,0.67691939,16279,1
34779,2/17/2012,2/17/2012,Female,4,dalian,liaoning,CN,30,3/31/2014,24,20332,13884,0,22977,11/30/2013,123,26.30434783,164,0,0.885122079,20332,0
14102,2/20/2011,2/20/2011,Male,4,huadu,guangdong,CN,28,3/31/2014,27,16317,7127,13672,31657,3/27/2014,5,25.57692308,187,1,0.642395679,17117,2
43858,06-04-2010,06-06-2010,Male,4,dalian,liaoning,CN,56,3/31/2014,37,18115,9798,13240,23917,1/23/2014,69,18.33333333,73,0,0.850261739,18190,0
2398,12-02-2005,12-02-2005,Male,4,shanghai,shanghai,CN,44,3/31/2014,17,17587,10170,5807,23862,2/17/2014,44,40.625,172,0,0.852167044,19087,1
520,2/16/2013,2/16/2013,Male,5,nanningshi,guangxi,CN,32,3/31/2014,29,16262,1806,17905,31619,3/29/2014,3,14.53571429,47,0,0.64308011,25794,13
62978,9/23/2008,03-11-2009,Male,4,wulumuqi,xinjiang,CN,54,3/31/2014,14,17566,14182,2290,31408,6/14/2013,292,33.69230769,154,1,0.647350675,17566,1
14354,01-08-2012,01-08-2012,Male,5,zhengzhou,henan,CN,55,3/31/2014,28,20604,1035,18803,26357,2/25/2014,36,21.33333333,280,0,0.771382176,20604,0
32142,03-07-2011,03-07-2011,Female,6,changchun,jilin,CN,60,3/31/2014,20,17731,6480,11112,26950,03-02-2014,30,32.94736842,147,1,0.754401855,21814,3
42103,11/20/2011,11/20/2011,Female,4,zhengzhou,henan,CN,41,3/31/2014,43,10921,9200,9136,38141,3/28/2014,4,17.26190476,44,0,0.533023256,12421,1
53916,4/14/2008,4/14/2008,Female,4,haerbin,heilongjiang,CN,37,3/31/2014,21,19001,5633,11523,28526,2/22/2014,39,33.95,278,0,0.712601136,19001,0
26566,11-03-2005,1/14/2006,Female,4,dalian,liaoning,CN,40,3/31/2014,17,17029,9474,8900,26088,2/27/2014,34,30.6875,115,0,0.779154017,17029,0
61525,8/31/2011,8/31/2011,Female,6,shenyangshi,liaoningsheng,CN,48,3/31/2014,9,19062,7314,9963,18042,01-11-2014,81,55.375,151,0,1.126381776,19062,0
36998,11/25/2006,3/28/2007,Male,6,wuhan,hubei,CN,44,3/31/2014,28,17979,7574,13367,25792,1/15/2014,77,23.40740741,186,2,0.787920285,17979,2
47737,03-08-2008,07-02-2008,Male,5,guangzhou,guangdong,CN,47,3/31/2014,27,18590,9629,12695,20165,3/25/2014,7,22.80769231,99,0,1.007779321,19107,0
11159,05-12-2005,7/21/2005,Male,4,xianggang,,HK,51,3/31/2014,19,18976,13432,5750,28539,3/27/2014,5,39.66666667,187,0,0.712018992,18976,0
62447,10/17/2005,7/27/2006,Male,4,shenyang,liaoning,CN,46,3/31/2014,29,18097,14400,6542,24075,3/21/2014,11,25.60714286,119,0,0.84390405,18097,0
9166,1/14/2011,02-06-2011,Male,5,.,beijing,CN,38,3/31/2014,20,17621,13764,2433,28588,12/21/2013,102,33.05263158,206,2,0.710675108,86957,47
41064,11-06-2012,11-06-2012,Female,4,NERIMA-KU,TOKYO-TO,JP,31,3/31/2014,8,21711,13434,4050,25840,2014/2/29  0:00:00,32,68.57142857,255,0,0.78625,21711,0
48416,2/17/2009,2/17/2009,Male,4,shenzhen,guangdong,CN,37,3/31/2014,18,17964,10296,8273,27620,03-05-2014,27,37.23529412,355,0,0.735511586,17964,0
42425,3/21/2012,3/23/2012,Male,5,liuzhou,guangxi,CN,36,3/31/2014,35,17288,7829,12546,28792,2/16/2014,45,19.41176471,99,0,0.705551542,17864,0
38875,7/24/2008,2/24/2009,Male,4,guangzhou,guangdong,CN,38,3/31/2014,33,17078,17609,4375,23863,3/16/2014,16,22.3125,169,0,0.850876252,17878,1
31680,09-12-2010,09-12-2010,Male,4,nanjing,jiangsu,CN,28,3/31/2014,17,21238,12432,7309,25501,3/27/2014,5,38.4375,171,1,0.796180934,27628,24
59696,10-03-2011,10-12-2011,Male,4,guangzhou,guangzhou,CN,45,3/31/2014,22,15741,4724,12574,30429,03-08-2014,24,31.61904762,222,0,0.667234217,15741,0
62913,12-01-2006,6/20/2007,Male,4,wulumuqishi,xinjiang,CN,49,3/31/2014,11,16875,12066,4255,25318,11/15/2013,138,42.6,165,0,0.801816099,17925,1
3647,10/30/2008,6/15/2013,Male,5,shenyangshi,liaoning,CN,33,3/31/2014,30,18275,0,19402,26551,3/14/2014,18,9.413793103,30,0,0.764574216,19196,0
1995,1/31/2013,1/31/2013,Female,4,beijing,beijing,CN,28,3/31/2014,12,18116,3742,13489,19546,03-04-2014,28,36.18181818,176,0,1.038491763,20116,1
35273,05-08-2010,3/25/2013,Male,6,wulumuqi,xinjiang,CN,61,3/31/2014,13,17971,1230,12729,24310,1/19/2014,73,25,61,0,0.834917729,17971,0
7256,01-01-2013,06-03-2013,Male,4,nanjing,jiangsu,CN,50,3/31/2014,20,13476,0,18588,28391,03-11-2014,21,14.84210526,73,0,0.714902258,13476,0
11604,09-09-2005,09-09-2005,Female,4,dalian,liaoning,CN,41,3/31/2014,16,15833,6520,11844,26102,2/26/2014,35,40.53333333,312,0,0.777528542,15833,0
11846,9/15/2009,9/20/2009,Male,4,chenzhou,hunan,CN,44,3/31/2014,14,15697,11364,5540,22485,3/17/2014,15,53.38461538,168,0,0.902465199,15697,0
54379,3/15/2012,3/24/2012,Male,4,shanghai,shanghai,CN,31,3/31/2014,20,18325,2043,1609,26224,12/25/2013,98,30.52631579,173,1,0.773539124,21300,12
22566,9/28/2011,1/17/2012,Male,4,shenzhen,guangdong,CN,50,3/31/2014,21,12297,9991,8152,34795,03-12-2014,20,35.2,170,0,0.582963644,12297,0
35708,5/24/2008,5/24/2008,Female,5,dalianshi,liaoning,CN,35,3/31/2014,24,16096,2563,7295,28320,3/27/2014,5,24.04347826,96,3,0.716221751,21902,17
56406,10-11-2005,11-09-2005,Male,4,zhuhai,guangdong,CN,47,3/31/2014,17,17569,5139,7466,22197,3/18/2014,14,40.75,156,0,0.913742398,17569,0
34363,1/21/2013,1/21/2013,Female,4,beijing,beijing,CN,32,3/31/2014,19,18972,2380,14987,26376,1/21/2014,71,20.27777778,70,0,0.768952457,18972,0
31082,05-02-2009,08-05-2009,Male,4,changchun,jilin,CN,47,3/31/2014,19,14851,7320,7899,29491,2/19/2014,42,35.72222222,232,3,0.687607745,14851,3
29906,12/23/2007,1/21/2008,Male,4,HK,HK,HK,48,3/31/2014,19,15185,7217,13956,28717,03-06-2014,26,37.83333333,152,0,0.706126685,15185,0
62964,6/15/2008,6/15/2008,Male,4,lanzhou,gansu,CN,48,3/31/2014,29,18694,1510,7816,31245,1/17/2014,75,23.39285714,138,0,0.648704113,19194,1
14994,03-01-2012,03-06-2012,Male,4,beijing,beijing,CN,37,3/31/2014,27,18290,8124,12622,25118,02-12-2014,49,26,81,0,0.80691536,18290,0
61665,06-04-2010,06-04-2010,Male,4,NOWON-GU,SEOUL,KR,55,3/31/2014,29,12190,24610,5000,26243,3/20/2014,12,25.35714286,267,0,0.772317189,12299,1
48984,01-01-2009,1/16/2009,Female,4,guangzhou,guangdong,CN,45,3/31/2014,15,18485,12734,5669,25997,10-10-2013,174,33.35714286,149,0,0.779558795,18485,0
70,08-02-2010,01-01-2011,Male,4,shantou,guangdong,CN,51,3/31/2014,27,21720,14571,8519,25431,03-07-2014,25,24.73076923,95,0,0.796802721,21720,0
4471,1/27/2010,03-12-2010,Male,4,guangzhou,guangdong,CN,29,3/31/2014,28,10956,4675,11186,44878,03-10-2014,22,20.59259259,144,1,0.451488703,12556,4
46347,07-08-2008,08-11-2008,Male,4,guangzhou,guangdong,CN,32,3/31/2014,25,14703,10661,9435,29474,12/24/2013,99,25.54166667,120,0,0.687415688,23002,16
7601,08-04-2010,08-04-2010,Male,4,shenyang,liaoning,CN,24,3/31/2014,24,15420,8210,9644,35782,3/17/2014,15,30.86956522,103,1,0.566131575,15420,1
10681,05-01-2012,9/19/2012,Male,4,guangzhou,guangdong,CN,29,3/31/2014,24,19415,3025,17710,28463,3/17/2014,15,23.69565217,93,0,0.711689211,20341,1
51832,10/27/2012,11-06-2012,Male,5,yanjishi,jilinsheng,CN,37,3/31/2014,23,19297,1543,15818,26090,2/19/2014,42,21.36363636,67,1,0.7762844,19297,1
4203,12/23/2009,12/23/2009,Male,5,haikou,hainan,CN,33,3/31/2014,43,17683,15271,12846,30777,3/30/2014,2,17.28571429,138,0,0.658059265,18154,0
33640,06-08-2012,07-08-2012,Female,4,shenzhen,guangdong,CN,20,3/31/2014,5,23905,12215,0,25564,1/26/2014,66,141.75,364,1,0.792102175,23905,1
55125,02-01-2007,5/30/2007,Male,4,guangzhou,guangdong,CN,40,3/31/2014,32,19186,12086,10842,23308,2/24/2014,37,22.35483871,87,0,0.868759653,32776,47
50765,10/17/2011,03-04-2013,Male,5,shanghaishi,shanghaishi,CN,34,3/31/2014,29,19214,560,13287,26310,3/14/2014,18,13.42857143,52,0,0.769584569,19214,0
6447,08-09-2012,8/31/2012,Female,4,guangzhou,guangdong,CN,44,3/31/2014,11,18988,7726,8189,21138,12/16/2013,107,47.2,193,0,0.957810578,18988,0
49500,12-03-2009,12/24/2009,Male,4,xining,qinghai,CN,43,3/31/2014,17,15093,7905,9135,30929,3/16/2014,16,44.5,230,0,0.654601507,15314,1
42523,5/13/2012,5/13/2012,Male,4,beijing,.,CN,47,3/31/2014,22,18360,12073,6405,22875,01-08-2014,84,28.80952381,197,0,0.88506929,18360,0
4730,10/15/2010,10/15/2010,Female,5,shenzhen,guangdong,CN,38,3/31/2014,10,19228,2625,12689,14050,03-04-2014,28,78,311,0,1.440907473,19228,1
15888,09-05-2012,09-05-2012,Male,4,kashi,xinjiang,CN,40,3/31/2014,21,14998,3814,12887,31540,03-06-2014,26,27.4,134,0,0.641759353,14998,0
4481,4/22/2010,5/23/2010,Male,4,raoping,guangdong,CN,44,3/31/2014,15,16625,8657,10717,26449,3/29/2014,3,44.28571429,123,0,0.765163144,16625,0
9188,10/30/2007,10/30/2007,Male,4,foshan,guangdong,CN,48,3/31/2014,23,16453,6792,12017,31605,02-10-2014,51,30.18181818,160,1,0.640192691,23875,26
42379,3/22/2012,05-10-2012,Male,4,shanghai,shanghai,CN,36,3/31/2014,20,18571,3456,1398,27715,11/21/2013,132,29.47368421,77,1,0.729941548,18571,1
10314,10-11-2009,11/17/2009,Male,4,guangzhou,guangdong,CN,32,3/31/2014,19,16114,10520,4981,31731,3/13/2014,19,39.33333333,167,0,0.637539,16114,0
5571,4/28/2011,4/30/2011,Male,4,DU,DU,AE,62,3/31/2014,16,17378,5119,9936,42756,12/17/2013,106,41.13333333,160,0,0.473119562,17378,0
48544,11/14/2008,12-02-2009,Male,4,shenzhen,guangdong,CN,43,3/31/2014,18,15516,8143,9526,32587,1/28/2014,64,38,109,2,0.620735876,16016,3
10386,7/25/2010,7/25/2010,Male,4,suzhou,jiangsu,CN,50,3/31/2014,15,13772,8465,5880,30242,12/15/2013,108,43.92857143,192,0,0.668846968,13772,0
20672,07-10-2007,11-02-2010,Female,4,beijing,beijing,CN,38,3/31/2014,17,17390,12661,4868,26078,07-12-2013,264,26.5625,117,2,0.775624664,18890,4
13601,9/26/2010,10-01-2010,Female,4,guangzhoushi,guangdong,CN,30,3/31/2014,26,16230,15422,3993,30834,1/25/2014,67,24.76,198,1,0.655986898,20924,11
17579,10/24/2011,10/24/2011,Male,4,.,beijing,CN,47,3/31/2014,9,19344,6410,8685,23872,12/16/2013,107,59.125,225,0,0.847006954,19344,0
50706,01-10-2012,01-10-2012,Male,4,changchun,jilin,CN,35,3/31/2014,15,14417,10373,6555,27288,3/14/2014,18,42.07142857,154,0,0.740894166,14417,0
60635,6/24/2012,6/24/2012,Male,4,zhengzhou,henan,CN,37,3/31/2014,28,19591,10072,7877,24908,03-10-2014,22,23.14814815,145,0,0.811659306,19591,0
11025,1/23/2005,3/27/2005,Male,4,guangzhou,guangdong,CN,63,3/31/2014,16,15062,9435,8504,29084,11/13/2013,140,34.46666667,137,1,0.695021661,15062,1
35237,01-01-2013,5/29/2013,Male,4,beijing,,CN,39,3/31/2014,27,21610,0,20583,23960,03-01-2014,31,10.65384615,35,0,0.843654007,22618,1
8683,03-07-2008,03-07-2008,Female,4,changchun,jilin,CN,54,3/31/2014,19,16076,6938,9972,30333,1/25/2014,67,29.77777778,199,0,0.666384466,16076,0
27859,08-07-2006,10/17/2006,Male,4,beijing,beijing,CN,60,3/31/2014,20,16941,10586,8567,25998,03-09-2014,23,34.10526316,113,0,0.777317871,17858,10
48024,10/30/2009,10/30/2009,Male,4,shantou,guangdong,CN,28,3/31/2014,14,18621,6952,9375,27294,03-04-2014,28,40.15384615,157,0,0.740408148,18621,0
7110,1/15/2013,1/17/2013,Male,4,shanghai,shanghai,CN,34,3/31/2014,19,19062,1776,14942,25259,3/19/2014,13,23.72222222,81,0,0.799975058,19062,0
62089,7/13/2009,7/13/2009,Female,4,chengdu,sichuan,CN,55,3/31/2014,13,15078,5255,12270,31058,12/15/2013,108,50.33333333,274,1,0.650601133,15078,1
586,08-02-2005,09-07-2012,Female,5,shenzhenshi,guangdongsheng,CN,47,3/31/2014,16,18093,5054,13081,25544,2/25/2014,36,35.73333333,92,0,0.790811932,18093,0
12242,08-03-2008,11/23/2010,Male,4,zhuhai,guangdong,CN,49,3/31/2014,15,18394,1940,16690,30070,3/31/2014,1,33.07142857,117,0,0.671759228,21156,5
5329,8/18/2011,11-11-2011,Male,4,guangzhoushi,,CN,28,3/31/2014,19,14333,12769,3017,31313,11/25/2013,128,31.83333333,126,1,0.645060518,19944,14
30265,08-12-2008,08-12-2008,Male,4,guangzhou,guangdong,CN,38,3/31/2014,18,16359,13595,5275,25279,1/26/2014,66,38.05882353,116,1,0.79901341,18138,9
33343,5/17/2012,5/17/2012,Male,4,.,shanghai,CN,38,3/31/2014,14,17508,4880,6665,23037,03-04-2014,28,50.53846154,286,0,0.876588531,17508,0
39560,10-10-2008,10-10-2008,Male,4,wuhanshi,hubei,CN,33,3/31/2014,28,17217,11372,8408,28510,3/20/2014,12,26.03703704,219,0,0.708293932,20686,7
22980,01-01-2010,1/14/2011,Female,4,guiyang,guizhou,CN,37,3/31/2014,14,16190,8100,6203,35301,11/18/2013,135,45.38461538,127,0,0.572031954,16190,0
35560,07-12-2006,07-12-2006,Female,4,changchun,jilin,CN,40,3/31/2014,15,18657,0,4035,25661,01-05-2014,87,43.5,150,0,0.786909707,20157,1
35919,9/22/2006,10/27/2006,Male,4,wulumuqishi,xinjiang,CN,49,3/31/2014,20,15083,5965,7021,29495,3/27/2014,5,27.52631579,146,3,0.684598407,15083,3
23416,7/29/2011,10/16/2011,Female,4,guangzhou,guangdong,CN,26,3/31/2014,27,13246,16135,2145,37411,09-01-2013,213,19.88461538,133,0,0.539681644,13246,0
57768,12-05-2008,12-05-2008,Male,5,shanghai,shanghai,CN,35,3/31/2014,24,18339,11572,0,24733,11-08-2013,145,24.47826087,119,2,0.816291594,18339,3
52589,9/24/2009,9/29/2009,Male,4,shenyang,liaoning,CN,45,3/31/2014,26,18892,7630,13165,24901,3/16/2014,16,26.88,92,0,0.810634111,18892,0
46460,10/19/2009,10/19/2009,Male,4,FOUNTAIN VALLEY,CA,US,46,3/31/2014,2,23264,7420,0,24464,10/31/2012,518,186,186,0,0.825,23264,0
24140,12-07-2011,12-07-2011,Male,4,shanghai,shanghai,CN,40,3/31/2014,18,16037,5888,5639,29376,3/13/2014,19,40.23529412,262,0,0.686830406,16037,0
11494,09-01-2007,07-03-2008,Male,4,guangzhou,guangdong,CN,37,3/31/2014,17,17546,11644,5023,32649,3/30/2014,2,44.1875,164,0,0.617975436,17646,1
47764,8/31/2007,8/31/2007,Female,4,beijing,beijing,CN,31,3/31/2014,15,18497,3904,13507,23446,3/20/2014,12,44.64285714,315,0,0.86050627,20432,2
21506,08-05-2008,11/28/2008,Male,4,shenzhen,guangdong,CN,34,3/31/2014,17,16343,10682,7522,32146,2/15/2014,46,42.8125,198,0,0.627617433,16343,0
37167,03-05-2007,08-03-2007,Male,4,shanghai,shanghai,CN,43,3/31/2014,17,18085,4186,2628,23928,10/30/2013,154,34.875,114,2,0.843062103,18085,3
54233,9/24/2011,2/21/2012,Female,4,dalian,liaoning,CN,37,3/31/2014,25,16363,7418,10272,22933,03-11-2014,21,29.375,83,0,0.879610605,19328,23
49314,11/23/2010,1/23/2011,Female,4,nanjing,jiangsu,CN,42,3/31/2014,22,13587,11517,6188,27253,2/25/2014,36,30.47619048,124,0,0.740169156,13587,0
57207,9/15/2008,9/15/2008,Male,4,guangzhou,guangdong,CN,25,3/31/2014,11,17921,6260,11113,20310,03-02-2014,30,64.4,193,0,0.993145249,17921,0
41060,4/21/2011,4/21/2011,Male,4,changchun,jilin,CN,54,3/31/2014,18,17511,4896,9716,22935,03-04-2014,28,41,137,0,0.879379115,17511,0
27912,9/23/2006,06-07-2010,Male,4,guangzhou,guangdong,CN,48,3/31/2014,24,16350,7771,6512,29502,3/19/2014,13,30.69565217,115,0,0.683607213,16350,0
11965,4/20/2008,4/20/2008,Male,5,wuhan,hubei,CN,43,3/31/2014,29,16647,12790,5276,28285,2014/2/29  0:00:00,32,19.39285714,71,1,0.71298957,16647,1
3307,10/25/2008,10/25/2008,Male,4,shanghai,shanghai,CN,33,3/31/2014,26,22588,11392,9923,24220,1/31/2014,61,25.96,98,1,0.832616433,22588,2
52575,01-10-2013,2/21/2013,Male,4,haerbin,heilongjiang,CN,43,3/31/2014,19,19254,1601,14569,28754,3/31/2014,1,22.44444444,97,0,0.701277387,19254,0
20564,06-04-2007,07-12-2007,Male,4,wuhan,hubei,CN,51,3/31/2014,25,18747,10552,4418,24733,3/29/2014,3,27.66666667,175,0,0.815211256,18747,0
5690,1/15/2012,1/15/2012,Male,4,.,beijing,CN,58,3/31/2014,16,16827,11933,7821,19673,02-05-2014,56,44.73333333,180,1,1.024865043,18529,2
53753,5/24/2008,5/24/2008,Male,4,changchun,jilin,CN,38,3/31/2014,23,16935,6860,10840,28318,3/28/2014,4,27.18181818,126,0,0.71196165,19347,10
49696,6/29/2010,6/29/2010,Female,4,shenyang,liaoning,CN,37,3/31/2014,13,18342,5260,9221,22931,12/16/2013,107,47.75,166,0,0.879147878,19842,1
4502,01-09-2011,01-09-2011,Male,4,changsha,hunan,CN,43,3/31/2014,20,18263,12279,2646,26660,12-07-2013,116,32.26315789,161,0,0.756165791,18263,0
1378,3/19/2010,3/22/2010,Male,4,,shanghaishi,CN,47,3/31/2014,17,16917,5810,10993,28581,03-01-2014,31,37.4375,101,0,0.70531437,16917,1
10382,7/20/2010,08-10-2010,Male,4,guangzhou,guangdong,CN,58,3/31/2014,9,20625,8741,9185,25358,9/15/2013,199,50,178,0,0.794865526,25319,2
12964,4/29/2009,10/20/2009,Male,4,shanghai,shanghai,CN,56,3/31/2014,16,19374,9499,1456,23718,3/23/2014,9,37.86666667,142,0,0.849814487,19374,0
14906,9/24/2011,9/24/2011,Female,4,guangzhou,guangdong,CN,36,3/31/2014,20,15788,11843,6894,31148,3/28/2014,4,34.05263158,117,0,0.64705278,15888,1
45887,9/20/2006,7/14/2007,Male,4,,,SG,45,3/31/2014,26,12163,5272,13827,36114,3/26/2014,6,28.12,162,0,0.558064463,12163,0
55786,05-12-2012,07-11-2012,Male,4,Steenwijk,Overijssel,NL,42,3/31/2014,15,16956,8056,9118,29754,03-08-2014,24,43.28571429,164,0,0.67730322,24827,1
8374,12/20/2011,12/20/2011,Male,4,changsha,hunan,CN,40,3/31/2014,24,18329,8179,9781,27146,3/25/2014,7,31.39130435,86,0,0.742303839,18329,0
59408,6/15/2011,6/17/2011,Male,4,beijing,beijing,CN,41,3/31/2014,14,19101,8165,9180,23836,2/18/2014,43,52.69230769,252,0,0.845253818,25256,8
2384,11-09-2005,01-08-2006,Male,4,wuhan,hubei,CN,48,3/31/2014,27,16491,7260,10620,27463,3/31/2014,1,28.07692308,270,0,0.733549867,16491,0
46480,5/28/2010,6/28/2012,Male,4,beijing,beijing,CN,32,3/31/2014,20,17097,13727,6313,25047,3/24/2014,8,33.42105263,121,2,0.804196111,19597,4
34137,2/15/2013,2/15/2013,Male,4,changchunshi,jilinsheng,CN,37,3/31/2014,24,18376,960,17297,23028,12/22/2013,101,13.47826087,50,1,0.874701233,21619,2
38034,12/26/2004,03-06-2005,Male,4,shanghaishi,,CN,53,3/31/2014,27,13507,5159,6029,33970,3/27/2014,5,27.80769231,119,1,0.592937592,13507,1
47974,07-05-2008,07-09-2008,Male,4,shenzhen,guangdong,CN,42,3/31/2014,17,18107,5921,12835,25605,3/27/2014,5,38.9375,127,0,0.786613161,19055,2
34008,12/25/2012,12/25/2012,Male,5,dalian,liaoning,CN,54,3/31/2014,18,18944,3195,17180,17462,2/24/2014,37,25.05882353,64,0,1.153374184,19314,0
33535,06-01-2012,06-01-2012,Male,4,huizhou,guangdongsheng,CN,30,3/31/2014,17,10941,3238,9471,35610,2/25/2014,36,39.625,231,1,0.565572592,10941,1
59592,5/24/2011,5/24/2011,Male,4,beijing,beijing,CN,36,3/31/2014,33,18001,11311,10670,23756,2/26/2014,35,21.21875,133,0,0.847739518,33881,31
23001,12/15/2010,5/29/2011,Male,4,xian,shanxi,CN,56,3/31/2014,28,14781,9085,9753,31700,3/28/2014,4,25.22222222,130,0,0.635205047,14781,0
53490,6/19/2006,6/19/2006,Male,4,changchun,jilin,CN,46,3/31/2014,21,19061,9279,9686,25725,1/13/2014,79,32.6,127,0,0.782711759,19061,0
47476,2/28/2007,2/28/2007,Male,4,shanghai,shanghai,CN,47,3/31/2014,20,19410,13751,2463,22622,3/19/2014,13,30.84210526,295,0,0.890045973,19410,0
47630,07-12-2005,07-12-2005,Male,4,zhuhai,guangdong,CN,36,3/31/2014,21,15169,7269,9202,36044,3/22/2014,10,31.4,131,0,0.558492953,15169,0
543,11/20/2005,11/20/2005,Male,4,xinjiapo,xinjiapo,SG,48,3/31/2014,22,18440,10082,8124,24370,3/31/2014,1,34.28571429,156,2,0.826027493,18440,2
29168,4/22/2005,06-01-2005,Male,4,shantou,guangdong,CN,60,3/31/2014,25,16559,14120,6496,30820,2/23/2014,38,28.375,252,3,0.653091823,26211,31
26267,1/26/2013,03-04-2013,Female,4,haerbin,heilongjiang,CN,43,3/31/2014,20,21635,0,17154,25572,3/13/2014,19,19.73684211,53,0,0.786880964,21635,0
43090,10/21/2012,10/21/2012,Female,4,wulumuqi,xinjiang,CN,40,3/31/2014,12,13100,4389,10821,32405,9/29/2013,185,31.18181818,99,0,0.620954482,13100,0
62257,10-10-2009,1/18/2010,Male,4,wulumuqi,xinjiang,CN,30,3/31/2014,17,12493,4801,6622,38449,3/16/2014,16,44.3125,203,0,0.523334547,12493,0
22950,11/22/2010,01-10-2011,Male,6,guangzhou,guangdong,CN,46,3/31/2014,10,19688,6115,13387,16968,02-12-2014,49,69,216,0,1.185784418,22884,4
47185,3/20/2005,11-08-2005,Male,4,beijing,beijing,CN,42,3/31/2014,23,18182,12851,5789,24138,03-12-2014,20,31.36363636,107,1,0.833339962,18182,2
8454,11-05-2005,11-05-2005,Male,4,changchun,jilin,CN,50,3/31/2014,17,17325,12715,5020,25389,10/25/2013,159,35.6875,179,2,0.79227185,18825,3
36345,03-01-2012,3/28/2012,Male,4,dongguan,guangdong,CN,39,3/31/2014,20,14910,12038,5624,31077,10/20/2013,164,27.10526316,126,2,0.647253596,28841,28
37645,1/19/2012,02-10-2012,Male,4,shenzhen,guangdong,CN,31,3/31/2014,22,14934,3210,1991,30490,12/13/2013,110,28.52380952,95,3,0.659705805,14934,3
44922,3/23/2006,01-10-2007,Male,4,wulumuqishi,xinjiang,CN,47,3/31/2014,20,13610,6191,7985,33606,3/26/2014,6,34.31578947,298,0,0.598446706,13610,0
18003,04-04-2006,5/31/2006,Female,4,wulumuqishi,xinjiang,CN,42,3/31/2014,9,14544,3244,12139,31513,2/27/2014,34,72,171,0,0.638189001,15044,1
